,season,team,conference,statName,statValue,SeasonTeam
502,2014,Arkansas,SEC,kickReturnTDs,1,2014 Arkansas
503,2013,Arkansas,SEC,firstDowns,222,2013 Arkansas
504,2018,Arkansas,SEC,thirdDownConversions,52,2018 Arkansas
505,2010,Arkansas,SEC,fourthDowns,19,2010 Arkansas
506,2008,Arkansas,SEC,rushingYards,1357,2008 Arkansas
507,2014,Arkansas,SEC,thirdDownConversions,88,2014 Arkansas
508,2016,Arkansas,SEC,penalties,80,2016 Arkansas
509,2021,Arkansas,SEC,rushingTDs,26,2021 Arkansas
510,2012,Arkansas,SEC,passCompletions,272,2012 Arkansas
512,2014,Arkansas,SEC,rushingYards,2834,2014 Arkansas
514,2015,Arkansas,SEC,passAttempts,374,2015 Arkansas
515,2009,Arkansas,SEC,kickReturnTDs,1,2009 Arkansas
516,2005,Arkansas,SEC,rushingAttempts,481,2005 Arkansas
517,2008,Arkansas,SEC,kickReturnYards,109,2008 Arkansas
518,2021,Arkansas,SEC,games,13,2021 Arkansas
519,2014,Arkansas,SEC,fourthDowns,19,2014 Arkansas
520,2005,Arkansas,SEC,fumblesRecovered,12,2005 Arkansas
521,2022,Arkansas,SEC,penaltyYards,388,2022 Arkansas
522,2005,Arkansas,SEC,passesIntercepted,12,2005 Arkansas
523,2018,Arkansas,SEC,passAttempts,370,2018 Arkansas
524,2011,Arkansas,SEC,passesIntercepted,12,2011 Arkansas
525,2018,Arkansas,SEC,interceptionYards,5,2018 Arkansas
526,2015,Arkansas,SEC,firstDowns,304,2015 Arkansas
527,2006,Arkansas,SEC,netPassingYards,2163,2006 Arkansas
529,2007,Arkansas,SEC,thirdDowns,195,2007 Arkansas
530,2010,Arkansas,SEC,rushingAttempts,421,2010 Arkansas
531,2004,Arkansas,SEC,penalties,0,2004 Arkansas
533,2019,Arkansas,SEC,tacklesForLoss,76,2019 Arkansas
534,2007,Arkansas,SEC,fourthDowns,19,2007 Arkansas
535,2020,Arkansas,SEC,interceptions,6,2020 Arkansas
537,2021,Arkansas,SEC,passAttempts,314,2021 Arkansas
538,2019,Arkansas,SEC,passCompletions,202,2019 Arkansas
539,2017,Arkansas,SEC,kickReturnTDs,1,2017 Arkansas
540,2006,Arkansas,SEC,interceptionTDs,3,2006 Arkansas
541,2008,Arkansas,SEC,netPassingYards,3251,2008 Arkansas
542,2005,Arkansas,SEC,fumblesLost,11,2005 Arkansas
543,2013,Arkansas,SEC,thirdDownConversions,65,2013 Arkansas
544,2005,Arkansas,SEC,penalties,0,2005 Arkansas
545,2018,Arkansas,SEC,rushingAttempts,440,2018 Arkansas
546,2008,Arkansas,SEC,thirdDownConversions,63,2008 Arkansas
548,2021,Arkansas,SEC,rushingYards,2961,2021 Arkansas
549,2006,Arkansas,SEC,rushingTDs,26,2006 Arkansas
550,2016,Arkansas,SEC,thirdDownConversions,70,2016 Arkansas
551,2020,Arkansas,SEC,rushingTDs,11,2020 Arkansas
552,2020,Arkansas,SEC,puntReturnTDs,0,2020 Arkansas
553,2012,Arkansas,SEC,games,12,2012 Arkansas
554,2013,Arkansas,SEC,interceptions,11,2013 Arkansas
555,2011,Arkansas,SEC,interceptionYards,215,2011 Arkansas
556,2021,Arkansas,SEC,netPassingYards,2781,2021 Arkansas
557,2019,Arkansas,SEC,rushingTDs,14,2019 Arkansas
558,2009,Arkansas,SEC,passingTDs,32,2009 Arkansas
559,2008,Arkansas,SEC,interceptions,18,2008 Arkansas
560,2016,Arkansas,SEC,penaltyYards,680,2016 Arkansas
561,2004,Arkansas,SEC,passesIntercepted,6,2004 Arkansas
562,2016,Arkansas,SEC,totalYards,5569,2016 Arkansas
563,2004,Arkansas,SEC,turnovers,20,2004 Arkansas
565,2009,Arkansas,SEC,penalties,85,2009 Arkansas
566,2019,Arkansas,SEC,kickReturns,42,2019 Arkansas
567,2006,Arkansas,SEC,passAttempts,302,2006 Arkansas
568,2012,Arkansas,SEC,netPassingYards,3618,2012 Arkansas
569,2009,Arkansas,SEC,rushingAttempts,395,2009 Arkansas
570,2009,Arkansas,SEC,interceptionYards,222,2009 Arkansas
571,2017,Arkansas,SEC,fourthDownConversions,9,2017 Arkansas
572,2008,Arkansas,SEC,kickReturns,7,2008 Arkansas
575,2020,Arkansas,SEC,kickReturnTDs,0,2020 Arkansas
576,2007,Arkansas,SEC,passAttempts,313,2007 Arkansas
577,2015,Arkansas,SEC,fourthDowns,21,2015 Arkansas
578,2022,Arkansas,SEC,thirdDownConversions,41,2022 Arkansas
581,2007,Arkansas,SEC,fumblesLost,15,2007 Arkansas
582,2010,Arkansas,SEC,puntReturnYards,311,2010 Arkansas
583,2011,Arkansas,SEC,interceptionTDs,0,2011 Arkansas
584,2019,Arkansas,SEC,kickReturnTDs,0,2019 Arkansas
585,2021,Arkansas,SEC,passCompletions,205,2021 Arkansas
586,2006,Arkansas,SEC,penaltyYards,743,2006 Arkansas
587,2011,Arkansas,SEC,netPassingYards,4095,2011 Arkansas
589,2011,Arkansas,SEC,passCompletions,299,2011 Arkansas
590,2006,Arkansas,SEC,totalYards,4864,2006 Arkansas
591,2017,Arkansas,SEC,interceptionYards,143,2017 Arkansas
592,2022,Arkansas,SEC,rushingYards,1403,2022 Arkansas
594,2020,Arkansas,SEC,passingTDs,20,2020 Arkansas
595,2013,Arkansas,SEC,totalYards,4286,2013 Arkansas
596,2007,Arkansas,SEC,fumblesRecovered,10,2007 Arkansas
598,2017,Arkansas,SEC,interceptionTDs,0,2017 Arkansas
600,2018,Arkansas,SEC,firstDowns,219,2018 Arkansas
601,2016,Arkansas,SEC,kickReturnYards,684,2016 Arkansas
602,2011,Arkansas,SEC,rushingTDs,25,2011 Arkansas
603,2009,Arkansas,SEC,passCompletions,247,2009 Arkansas
604,2006,Arkansas,SEC,puntReturns,45,2006 Arkansas
605,2010,Arkansas,SEC,totalYards,6273,2010 Arkansas
606,2020,Arkansas,SEC,passCompletions,182,2020 Arkansas
607,2005,Arkansas,SEC,interceptions,12,2005 Arkansas
608,2016,Arkansas,SEC,puntReturns,17,2016 Arkansas
609,2004,Arkansas,SEC,fumblesLost,7,2004 Arkansas
610,2012,Arkansas,SEC,fumblesRecovered,6,2012 Arkansas
612,2022,Arkansas,SEC,fourthDownConversions,5,2022 Arkansas
613,2015,Arkansas,SEC,puntReturnTDs,0,2015 Arkansas
614,2019,Arkansas,SEC,kickReturnYards,649,2019 Arkansas
615,2012,Arkansas,SEC,kickReturnTDs,0,2012 Arkansas
616,2011,Arkansas,SEC,rushingYards,1786,2011 Arkansas
617,2022,Arkansas,SEC,puntReturnYards,130,2022 Arkansas
618,2004,Arkansas,SEC,puntReturnYards,126,2004 Arkansas
619,2007,Arkansas,SEC,netPassingYards,2229,2007 Arkansas
620,2005,Arkansas,SEC,games,11,2005 Arkansas
622,2020,Arkansas,SEC,puntReturns,4,2020 Arkansas
623,2011,Arkansas,SEC,puntReturnTDs,4,2011 Arkansas
624,2016,Arkansas,SEC,interceptionYards,229,2016 Arkansas
625,2012,Arkansas,SEC,passesIntercepted,6,2012 Arkansas
626,2009,Arkansas,SEC,turnovers,15,2009 Arkansas
627,2022,Arkansas,SEC,rushingTDs,12,2022 Arkansas
629,2015,Arkansas,SEC,games,13,2015 Arkansas
630,2020,Arkansas,SEC,penalties,64,2020 Arkansas
631,2022,Arkansas,SEC,interceptions,3,2022 Arkansas
632,2007,Arkansas,SEC,passingTDs,24,2007 Arkansas
633,2019,Arkansas,SEC,totalYards,4081,2019 Arkansas
634,2008,Arkansas,SEC,passingTDs,19,2008 Arkansas
635,2016,Arkansas,SEC,kickReturns,36,2016 Arkansas
636,2006,Arkansas,SEC,fourthDownConversions,4,2006 Arkansas
638,2008,Arkansas,SEC,penaltyYards,584,2008 Arkansas
639,2009,Arkansas,SEC,kickReturns,56,2009 Arkansas
640,2015,Arkansas,SEC,rushingTDs,31,2015 Arkansas
641,2015,Arkansas,SEC,passCompletions,246,2015 Arkansas
642,2020,Arkansas,SEC,interceptionYards,172,2020 Arkansas
643,2022,Arkansas,SEC,fourthDowns,11,2022 Arkansas
644,2021,Arkansas,SEC,interceptions,5,2021 Arkansas
645,2021,Arkansas,SEC,passesIntercepted,13,2021 Arkansas
646,2019,Arkansas,SEC,thirdDowns,166,2019 Arkansas
647,2017,Arkansas,SEC,thirdDowns,165,2017 Arkansas
648,2019,Arkansas,SEC,fourthDownConversions,8,2019 Arkansas
649,2020,Arkansas,SEC,turnovers,13,2020 Arkansas
650,2009,Arkansas,SEC,fumblesLost,6,2009 Arkansas
651,2010,Arkansas,SEC,firstDowns,291,2010 Arkansas
652,2015,Arkansas,SEC,puntReturns,14,2015 Arkansas
653,2014,Arkansas,SEC,games,13,2014 Arkansas
655,2013,Arkansas,SEC,penalties,49,2013 Arkansas
656,2012,Arkansas,SEC,possessionTime,21362,2012 Arkansas
657,2016,Arkansas,SEC,thirdDowns,176,2016 Arkansas
658,2019,Arkansas,SEC,interceptionTDs,0,2019 Arkansas
659,2012,Arkansas,SEC,rushingTDs,12,2012 Arkansas
660,2017,Arkansas,SEC,kickReturnYards,957,2017 Arkansas
661,2005,Arkansas,SEC,puntReturns,40,2005 Arkansas
662,2019,Arkansas,SEC,puntReturnYards,160,2019 Arkansas
663,2015,Arkansas,SEC,fourthDownConversions,12,2015 Arkansas
664,2006,Arkansas,SEC,passesIntercepted,16,2006 Arkansas
665,2020,Arkansas,SEC,rushingAttempts,394,2020 Arkansas
666,2016,Arkansas,SEC,passCompletions,247,2016 Arkansas
667,2015,Arkansas,SEC,thirdDownConversions,75,2015 Arkansas
668,2014,Arkansas,SEC,puntReturns,22,2014 Arkansas
669,2008,Arkansas,SEC,kickReturnTDs,0,2008 Arkansas
671,2007,Arkansas,SEC,possessionTime,14771,2007 Arkansas
672,2020,Arkansas,SEC,firstDowns,206,2020 Arkansas
0,2010,Texas,Big 12,rushingTDs,19,2010 Texas
2,2009,Texas,Big 12,fourthDownConversions,8,2009 Texas
3,2013,Texas,Big 12,netPassingYards,2762,2013 Texas
4,2021,Texas,Big 12,firstDowns,244,2021 Texas
5,2007,Texas,Big 12,puntReturnYards,182,2007 Texas
6,2018,Texas,Big 12,rushingAttempts,568,2018 Texas
7,2017,Texas,Big 12,thirdDownConversions,86,2017 Texas
8,2017,Texas,Big 12,rushingYards,1815,2017 Texas
10,2022,Texas,Big 12,passAttempts,175,2022 Texas
11,2020,Texas,Big 12,fourthDowns,12,2020 Texas
12,2015,Texas,Big 12,fumblesRecovered,12,2015 Texas
13,2014,Texas,Big 12,passAttempts,418,2014 Texas
14,2006,Texas,Big 12,rushingTDs,22,2006 Texas
15,2012,Texas,Big 12,firstDowns,281,2012 Texas
17,2004,Texas,Big 12,netPassingYards,2069,2004 Texas
19,2021,Texas,Big 12,fumblesLost,7,2021 Texas
20,2005,Texas,Big 12,rushingAttempts,605,2005 Texas
21,2020,Texas,Big 12,kickReturnTDs,1,2020 Texas
22,2013,Texas,Big 12,puntReturnYards,355,2013 Texas
23,2022,Texas,Big 12,thirdDowns,69,2022 Texas
24,2009,Texas,Big 12,kickReturns,43,2009 Texas
25,2014,Texas,Big 12,games,13,2014 Texas
26,2022,Texas,Big 12,interceptionYards,119,2022 Texas
27,2007,Texas,Big 12,thirdDownConversions,92,2007 Texas
28,2021,Texas,Big 12,rushingTDs,25,2021 Texas
29,2017,Texas,Big 12,puntReturns,20,2017 Texas
30,2011,Texas,Big 12,thirdDownConversions,90,2011 Texas
31,2006,Texas,Big 12,firstDowns,283,2006 Texas
32,2008,Texas,Big 12,passAttempts,447,2008 Texas
33,2017,Texas,Big 12,fumblesLost,7,2017 Texas
34,2020,Texas,Big 12,games,10,2020 Texas
35,2018,Texas,Big 12,kickReturns,22,2018 Texas
36,2018,Texas,Big 12,passesIntercepted,12,2018 Texas
37,2020,Texas,Big 12,totalYards,4755,2020 Texas
39,2008,Texas,Big 12,fumblesLost,7,2008 Texas
41,2020,Texas,Big 12,interceptionYards,184,2020 Texas
42,2008,Texas,Big 12,fourthDownConversions,13,2008 Texas
43,2014,Texas,Big 12,possessionTime,23142,2014 Texas
44,2006,Texas,Big 12,thirdDownConversions,65,2006 Texas
45,2004,Texas,Big 12,fumblesRecovered,11,2004 Texas
46,2020,Texas,Big 12,possessionTime,16565,2020 Texas
48,2007,Texas,Big 12,rushingAttempts,539,2007 Texas
49,2014,Texas,Big 12,interceptions,11,2014 Texas
50,2007,Texas,Big 12,puntReturnTDs,0,2007 Texas
51,2008,Texas,Big 12,penalties,82,2008 Texas
52,2018,Texas,Big 12,fumblesRecovered,8,2018 Texas
53,2022,Texas,Big 12,kickReturnTDs,0,2022 Texas
54,2013,Texas,Big 12,fourthDownConversions,11,2013 Texas
55,2008,Texas,Big 12,passingTDs,36,2008 Texas
56,2010,Texas,Big 12,passAttempts,445,2010 Texas
57,2011,Texas,Big 12,passingTDs,16,2011 Texas
58,2009,Texas,Big 12,passAttempts,540,2009 Texas
59,2022,Texas,Big 12,fourthDowns,6,2022 Texas
61,2010,Texas,Big 12,games,12,2010 Texas
62,2019,Texas,Big 12,possessionTime,24006,2019 Texas
63,2007,Texas,Big 12,passesIntercepted,17,2007 Texas
64,2021,Texas,Big 12,sacks,20,2021 Texas
65,2004,Texas,Big 12,interceptionTDs,1,2004 Texas
66,2016,Texas,Big 12,penaltyYards,769,2016 Texas
67,2016,Texas,Big 12,rushingTDs,27,2016 Texas
68,2013,Texas,Big 12,kickReturns,43,2013 Texas
69,2018,Texas,Big 12,penalties,100,2018 Texas
71,2016,Texas,Big 12,turnovers,23,2016 Texas
72,2011,Texas,Big 12,interceptionYards,125,2011 Texas
73,2016,Texas,Big 12,passingTDs,21,2016 Texas
74,2006,Texas,Big 12,fumblesLost,15,2006 Texas
75,2012,Texas,Big 12,penaltyYards,555,2012 Texas
76,2011,Texas,Big 12,fourthDowns,18,2011 Texas
77,2021,Texas,Big 12,tacklesForLoss,72,2021 Texas
78,2008,Texas,Big 12,possessionTime,15472,2008 Texas
79,2016,Texas,Big 12,interceptionTDs,0,2016 Texas
80,2006,Texas,Big 12,fourthDowns,16,2006 Texas
81,2010,Texas,Big 12,interceptionYards,151,2010 Texas
83,2008,Texas,Big 12,puntReturnTDs,1,2008 Texas
84,2015,Texas,Big 12,passesIntercepted,13,2015 Texas
85,2007,Texas,Big 12,firstDowns,311,2007 Texas
86,2007,Texas,Big 12,fumblesLost,11,2007 Texas
87,2006,Texas,Big 12,puntReturnYards,362,2006 Texas
88,2017,Texas,Big 12,possessionTime,24467,2017 Texas
89,2020,Texas,Big 12,turnovers,9,2020 Texas
90,2012,Texas,Big 12,possessionTime,24164,2012 Texas
91,2019,Texas,Big 12,turnovers,14,2019 Texas
92,2021,Texas,Big 12,puntReturnYards,174,2021 Texas
93,2006,Texas,Big 12,puntReturns,50,2006 Texas
94,2019,Texas,Big 12,penaltyYards,890,2019 Texas
96,2014,Texas,Big 12,kickReturns,39,2014 Texas
97,2016,Texas,Big 12,interceptions,12,2016 Texas
98,2011,Texas,Big 12,kickReturns,53,2011 Texas
99,2016,Texas,Big 12,kickReturns,42,2016 Texas
102,2015,Texas,Big 12,possessionTime,19526,2015 Texas
103,2007,Texas,Big 12,possessionTime,14521,2007 Texas
104,2021,Texas,Big 12,puntReturnTDs,0,2021 Texas
105,2004,Texas,Big 12,passesIntercepted,13,2004 Texas
108,2015,Texas,Big 12,puntReturnYards,279,2015 Texas
109,2012,Texas,Big 12,fourthDownConversions,13,2012 Texas
110,2016,Texas,Big 12,kickReturnTDs,0,2016 Texas
111,2016,Texas,Big 12,possessionTime,20352,2016 Texas
113,2021,Texas,Big 12,turnovers,17,2021 Texas
114,2020,Texas,Big 12,puntReturnTDs,1,2020 Texas
115,2015,Texas,Big 12,netPassingYards,1751,2015 Texas
117,2018,Texas,Big 12,possessionTime,26932,2018 Texas
118,2011,Texas,Big 12,kickReturnTDs,2,2011 Texas
120,2019,Texas,Big 12,puntReturns,17,2019 Texas
122,2014,Texas,Big 12,passesIntercepted,15,2014 Texas
123,2017,Texas,Big 12,thirdDowns,226,2017 Texas
124,2019,Texas,Big 12,passesIntercepted,12,2019 Texas
125,2016,Texas,Big 12,interceptionYards,101,2016 Texas
126,2017,Texas,Big 12,interceptionYards,328,2017 Texas
128,2014,Texas,Big 12,puntReturnTDs,0,2014 Texas
130,2016,Texas,Big 12,firstDowns,302,2016 Texas
131,2004,Texas,Big 12,puntReturns,34,2004 Texas
132,2005,Texas,Big 12,fumblesRecovered,20,2005 Texas
133,2017,Texas,Big 12,sacks,31,2017 Texas
134,2013,Texas,Big 12,firstDowns,273,2013 Texas
135,2016,Texas,Big 12,kickReturnYards,773,2016 Texas
136,2013,Texas,Big 12,kickReturnTDs,0,2013 Texas
137,2018,Texas,Big 12,passingTDs,28,2018 Texas
139,2017,Texas,Big 12,games,13,2017 Texas
140,2010,Texas,Big 12,fumblesLost,13,2010 Texas
141,2011,Texas,Big 12,games,13,2011 Texas
143,2009,Texas,Big 12,firstDowns,332,2009 Texas
144,2022,Texas,Big 12,puntReturnTDs,1,2022 Texas
145,2005,Texas,Big 12,penalties,0,2005 Texas
146,2006,Texas,Big 12,passesIntercepted,13,2006 Texas
147,2020,Texas,Big 12,rushingYards,1954,2020 Texas
148,2005,Texas,Big 12,possessionTime,14716,2005 Texas
149,2016,Texas,Big 12,fumblesRecovered,8,2016 Texas
150,2016,Texas,Big 12,rushingYards,2871,2016 Texas
152,2021,Texas,Big 12,passCompletions,217,2021 Texas
153,2018,Texas,Big 12,games,14,2018 Texas
155,2014,Texas,Big 12,firstDowns,232,2014 Texas
156,2022,Texas,Big 12,games,12,2022 Texas
157,2022,Texas,Big 12,passesIntercepted,4,2022 Texas
158,2015,Texas,Big 12,games,12,2015 Texas
159,2021,Texas,Big 12,passesIntercepted,7,2021 Texas
160,2009,Texas,Big 12,rushingTDs,28,2009 Texas
161,2021,Texas,Big 12,fourthDownConversions,9,2021 Texas
162,2014,Texas,Big 12,rushingAttempts,474,2014 Texas
163,2013,Texas,Big 12,passCompletions,246,2013 Texas
164,2022,Texas,Big 12,thirdDownConversions,30,2022 Texas
166,2021,Texas,Big 12,interceptionTDs,1,2021 Texas
167,2010,Texas,Big 12,rushingAttempts,433,2010 Texas
168,2017,Texas,Big 12,netPassingYards,3365,2017 Texas
169,2020,Texas,Big 12,sacks,15,2020 Texas
171,2015,Texas,Big 12,firstDowns,202,2015 Texas
173,2005,Texas,Big 12,fourthDownConversions,10,2005 Texas
174,2012,Texas,Big 12,passCompletions,268,2012 Texas
175,2007,Texas,Big 12,puntReturns,39,2007 Texas
176,2018,Texas,Big 12,thirdDownConversions,96,2018 Texas
177,2012,Texas,Big 12,puntReturnYards,123,2012 Texas
178,2012,Texas,Big 12,totalYards,5650,2012 Texas
179,2010,Texas,Big 12,penalties,75,2010 Texas
180,2018,Texas,Big 12,interceptionTDs,0,2018 Texas
182,2012,Texas,Big 12,fumblesLost,5,2012 Texas
184,2009,Texas,Big 12,passCompletions,362,2009 Texas
185,2020,Texas,Big 12,fumblesLost,4,2020 Texas
187,2013,Texas,Big 12,puntReturnTDs,1,2013 Texas
188,2006,Texas,Big 12,penalties,70,2006 Texas
190,2009,Texas,Big 12,turnovers,27,2009 Texas
191,2012,Texas,Big 12,passesIntercepted,15,2012 Texas
192,2017,Texas,Big 12,penalties,92,2017 Texas
193,2004,Texas,Big 12,fourthDowns,14,2004 Texas
194,2022,Texas,Big 12,penalties,33,2022 Texas
195,2019,Texas,Big 12,fumblesLost,4,2019 Texas
196,2008,Texas,Big 12,puntReturns,35,2008 Texas
197,2007,Texas,Big 12,rushingYards,2698,2007 Texas
198,2018,Texas,Big 12,turnovers,10,2018 Texas
199,2017,Texas,Big 12,fourthDowns,30,2017 Texas
200,2008,Texas,Big 12,fourthDowns,16,2008 Texas
201,2022,Texas,Big 12,passCompletions,121,2022 Texas
202,2013,Texas,Big 12,games,13,2013 Texas
204,2011,Texas,Big 12,firstDowns,262,2011 Texas
205,2004,Texas,Big 12,turnovers,19,2004 Texas
206,2013,Texas,Big 12,passesIntercepted,10,2013 Texas
207,2016,Texas,Big 12,tacklesForLoss,93,2016 Texas
208,2007,Texas,Big 12,interceptionYards,219,2007 Texas
209,2019,Texas,Big 12,kickReturnYards,450,2019 Texas
211,2012,Texas,Big 12,fumblesRecovered,6,2012 Texas
212,2014,Texas,Big 12,netPassingYards,2599,2014 Texas
214,2019,Texas,Big 12,netPassingYards,3761,2019 Texas
215,2014,Texas,Big 12,interceptionTDs,2,2014 Texas
216,2022,Texas,Big 12,puntReturnYards,83,2022 Texas
217,2013,Texas,Big 12,interceptions,15,2013 Texas
218,2014,Texas,Big 12,puntReturns,22,2014 Texas
219,2005,Texas,Big 12,puntReturnTDs,4,2005 Texas
220,2020,Texas,Big 12,fourthDownConversions,6,2020 Texas
221,2014,Texas,Big 12,interceptionYards,183,2014 Texas
222,2020,Texas,Big 12,fumblesRecovered,8,2020 Texas
223,2015,Texas,Big 12,interceptionTDs,1,2015 Texas
224,2016,Texas,Big 12,games,12,2016 Texas
225,2006,Texas,Big 12,penaltyYards,631,2006 Texas
227,2021,Texas,Big 12,fumblesRecovered,8,2021 Texas
229,2013,Texas,Big 12,kickReturnYards,862,2013 Texas
230,2022,Texas,Big 12,interceptionTDs,2,2022 Texas
231,2013,Texas,Big 12,fourthDowns,24,2013 Texas
233,2016,Texas,Big 12,fourthDowns,22,2016 Texas
234,2020,Texas,Big 12,penaltyYards,790,2020 Texas
235,2008,Texas,Big 12,netPassingYards,4187,2008 Texas
238,2014,Texas,Big 12,kickReturnYards,763,2014 Texas
239,2015,Texas,Big 12,interceptionYards,239,2015 Texas
240,2014,Texas,Big 12,kickReturnTDs,0,2014 Texas
241,2004,Texas,Big 12,passCompletions,159,2004 Texas
242,2013,Texas,Big 12,thirdDowns,222,2013 Texas
243,2022,Texas,Big 12,kickReturns,8,2022 Texas
244,2004,Texas,Big 12,puntReturnYards,185,2004 Texas
245,2008,Texas,Big 12,thirdDownConversions,95,2008 Texas
246,2021,Texas,Big 12,rushingYards,2392,2021 Texas
247,2012,Texas,Big 12,passAttempts,399,2012 Texas
248,2012,Texas,Big 12,thirdDownConversions,87,2012 Texas
250,2004,Texas,Big 12,penalties,0,2004 Texas
251,2019,Texas,Big 12,rushingTDs,26,2019 Texas
252,2018,Texas,Big 12,rushingYards,2134,2018 Texas
253,2006,Texas,Big 12,fumblesRecovered,25,2006 Texas
254,2018,Texas,Big 12,fourthDownConversions,13,2018 Texas
255,2019,Texas,Big 12,puntReturnTDs,0,2019 Texas
256,2005,Texas,Big 12,passCompletions,218,2005 Texas
257,2008,Texas,Big 12,penaltyYards,708,2008 Texas
258,2019,Texas,Big 12,tacklesForLoss,103,2019 Texas
259,2020,Texas,Big 12,interceptions,5,2020 Texas
260,2011,Texas,Big 12,kickReturnYards,1276,2011 Texas
261,2022,Texas,Big 12,tacklesForLoss,45,2022 Texas
262,2010,Texas,Big 12,puntReturns,36,2010 Texas
263,2013,Texas,Big 12,totalYards,5313,2013 Texas
265,2005,Texas,Big 12,firstDowns,321,2005 Texas
266,2017,Texas,Big 12,interceptions,11,2017 Texas
267,2007,Texas,Big 12,interceptions,18,2007 Texas
268,2010,Texas,Big 12,totalYards,4590,2010 Texas
269,2015,Texas,Big 12,penaltyYards,709,2015 Texas
270,2014,Texas,Big 12,passCompletions,243,2014 Texas
271,2008,Texas,Big 12,passesIntercepted,6,2008 Texas
272,2022,Texas,Big 12,penaltyYards,259,2022 Texas
273,2012,Texas,Big 12,puntReturns,14,2012 Texas
274,2011,Texas,Big 12,turnovers,26,2011 Texas
275,2004,Texas,Big 12,fourthDownConversions,8,2004 Texas
276,2005,Texas,Big 12,interceptionYards,90,2005 Texas
277,2017,Texas,Big 12,passingTDs,18,2017 Texas
278,2018,Texas,Big 12,puntReturns,15,2018 Texas
280,2016,Texas,Big 12,sacks,41,2016 Texas
282,2005,Texas,Big 12,totalYards,6657,2005 Texas
283,2017,Texas,Big 12,rushingAttempts,507,2017 Texas
285,2008,Texas,Big 12,interceptions,8,2008 Texas
286,2005,Texas,Big 12,rushingTDs,47,2005 Texas
287,2008,Texas,Big 12,games,13,2008 Texas
288,2020,Texas,Big 12,interceptionTDs,0,2020 Texas
289,2015,Texas,Big 12,thirdDowns,173,2015 Texas
291,2011,Texas,Big 12,passesIntercepted,12,2011 Texas
292,2016,Texas,Big 12,puntReturnYards,182,2016 Texas
293,2008,Texas,Big 12,fumblesRecovered,12,2008 Texas
294,2014,Texas,Big 12,fumblesRecovered,7,2014 Texas
295,2018,Texas,Big 12,puntReturnTDs,1,2018 Texas
296,2007,Texas,Big 12,passCompletions,277,2007 Texas
297,2010,Texas,Big 12,puntReturnYards,302,2010 Texas
298,2010,Texas,Big 12,passingTDs,10,2010 Texas
299,2008,Texas,Big 12,rushingTDs,33,2008 Texas
300,2012,Texas,Big 12,rushingAttempts,492,2012 Texas
301,2011,Texas,Big 12,fumblesRecovered,14,2011 Texas
302,2011,Texas,Big 12,puntReturnYards,269,2011 Texas
303,2016,Texas,Big 12,thirdDowns,195,2016 Texas
304,2009,Texas,Big 12,penaltyYards,802,2009 Texas
305,2011,Texas,Big 12,rushingAttempts,589,2011 Texas
307,2015,Texas,Big 12,passingTDs,9,2015 Texas
308,2014,Texas,Big 12,rushingYards,1786,2014 Texas
309,2022,Texas,Big 12,netPassingYards,1604,2022 Texas
310,2019,Texas,Big 12,games,13,2019 Texas
312,2022,Texas,Big 12,puntReturns,12,2022 Texas
313,2010,Texas,Big 12,kickReturns,39,2010 Texas
314,2016,Texas,Big 12,rushingAttempts,597,2016 Texas
315,2005,Texas,Big 12,fourthDowns,20,2005 Texas
316,2017,Texas,Big 12,passesIntercepted,16,2017 Texas
317,2005,Texas,Big 12,turnovers,21,2005 Texas
319,2006,Texas,Big 12,interceptionYards,110,2006 Texas
320,2022,Texas,Big 12,rushingAttempts,210,2022 Texas
321,2010,Texas,Big 12,thirdDownConversions,77,2010 Texas
322,2021,Texas,Big 12,passAttempts,346,2021 Texas
323,2010,Texas,Big 12,firstDowns,241,2010 Texas
324,2010,Texas,Big 12,fourthDowns,17,2010 Texas
325,2011,Texas,Big 12,penalties,84,2011 Texas
327,2020,Texas,Big 12,penalties,82,2020 Texas
328,2016,Texas,Big 12,fourthDownConversions,11,2016 Texas
329,2004,Texas,Big 12,penaltyYards,0,2004 Texas
330,2006,Texas,Big 12,passingTDs,31,2006 Texas
331,2015,Texas,Big 12,thirdDownConversions,61,2015 Texas
332,2009,Texas,Big 12,passingTDs,29,2009 Texas
333,2022,Texas,Big 12,fourthDownConversions,5,2022 Texas
334,2011,Texas,Big 12,interceptionTDs,1,2011 Texas
336,2013,Texas,Big 12,interceptionYards,78,2013 Texas
338,2008,Texas,Big 12,turnovers,15,2008 Texas
339,2015,Texas,Big 12,fumblesLost,8,2015 Texas
340,2019,Texas,Big 12,passingTDs,32,2019 Texas
341,2011,Texas,Big 12,puntReturnTDs,1,2011 Texas
342,2004,Texas,Big 12,firstDowns,283,2004 Texas
343,2021,Texas,Big 12,fourthDowns,20,2021 Texas
344,2006,Texas,Big 12,interceptions,9,2006 Texas
346,2006,Texas,Big 12,netPassingYards,3111,2006 Texas
347,2015,Texas,Big 12,kickReturns,48,2015 Texas
348,2019,Texas,Big 12,rushingAttempts,480,2019 Texas
349,2021,Texas,Big 12,possessionTime,20217,2021 Texas
351,2017,Texas,Big 12,totalYards,5180,2017 Texas
352,2015,Texas,Big 12,fourthDownConversions,6,2015 Texas
353,2005,Texas,Big 12,fumblesLost,10,2005 Texas
354,2008,Texas,Big 12,puntReturnYards,106,2008 Texas
355,2012,Texas,Big 12,netPassingYards,3421,2012 Texas
